"COUNTRY","Country","SEX","Gender","REF_SECTOR","Reference sector","EDUCATION_LEV","Education level","YEAR","Year","Value","Flag Codes","Flags"
"FIN","Finland","F","Female","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2017","2017",3830,,
"FIN","Finland","F","Female","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2018","2018",4555,,
"FIN","Finland","F","Female","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2019","2019",4441,,
"FIN","Finland","F","Female","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2020","2020",4065,,
"FIN","Finland","F","Female","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2021","2021",4661,,
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2013","2013",2289,,
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2014","2014",2365,,
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2015","2015",2411,,
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2016","2016",2690,,
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2017","2017",2691,,
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2018","2018",3299,,
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2019","2019",3176,,
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2020","2020",2842,,
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2021","2021",3005,,
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2013","2013",5441,,
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2014","2014",5384,,
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2015","2015",5461,,
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2016","2016",6248,,
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2017","2017",6521,,
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2018","2018",7854,,
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2019","2019",7617,,
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2020","2020",6907,,
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2021","2021",7666,,
"FIN","Finland","F","Female","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2013","2013",,"m","Missing value; data cannot exist"
"FIN","Finland","F","Female","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2014","2014",,"m","Missing value; data cannot exist"
"FIN","Finland","F","Female","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2015","2015",,"m","Missing value; data cannot exist"
"FIN","Finland","F","Female","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2016","2016",,"m","Missing value; data cannot exist"
"FIN","Finland","F","Female","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2017","2017",,"m","Missing value; data cannot exist"
"FIN","Finland","F","Female","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2018","2018",,"m","Missing value; data cannot exist"
"FIN","Finland","F","Female","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2019","2019",,"m","Missing value; data cannot exist"
"FIN","Finland","F","Female","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2020","2020",,"m","Missing value; data cannot exist"
"FIN","Finland","F","Female","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2021","2021",,"m","Missing value; data cannot exist"
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2013","2013",,"m","Missing value; data cannot exist"
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2014","2014",,"m","Missing value; data cannot exist"
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2015","2015",,"m","Missing value; data cannot exist"
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2016","2016",,"m","Missing value; data cannot exist"
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2017","2017",,"m","Missing value; data cannot exist"
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2018","2018",,"m","Missing value; data cannot exist"
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2019","2019",,"m","Missing value; data cannot exist"
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2020","2020",,"m","Missing value; data cannot exist"
"FIN","Finland","M","Male","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2021","2021",,"m","Missing value; data cannot exist"
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2013","2013",,"m","Missing value; data cannot exist"
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2014","2014",,"m","Missing value; data cannot exist"
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2015","2015",,"m","Missing value; data cannot exist"
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2016","2016",,"m","Missing value; data cannot exist"
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2017","2017",,"m","Missing value; data cannot exist"
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2018","2018",,"m","Missing value; data cannot exist"
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2019","2019",,"m","Missing value; data cannot exist"
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2020","2020",,"m","Missing value; data cannot exist"
"FIN","Finland","_T","Total","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2021","2021",,"m","Missing value; data cannot exist"
"FIN","Finland","F","Female","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2013","2013",20339,,
"FIN","Finland","F","Female","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2014","2014",20882,,
